FeatureCode,DateCode,Measurement,Units,Value,Distance to Nearest Green or Blue Space,Age,Gender,Urban Rural Classification,SIMD quintiles,Type Of Tenure,Household Type,Ethnicity
S12000034,2013,Percent,Percent Of Adults,10,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000006,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.3,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000017,2015,Percent,Percent Of Adults,5,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000006,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.4,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000036,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.6,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000036,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,27,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000030,2013,Percent,Percent Of Adults,3,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000017,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,10.2,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000006,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.6,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000030,2013,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000006,2016,Percent,Percent Of Adults,18,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000038,2016,Percent,Percent Of Adults,13,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000005,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.2,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000005,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.4,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000039,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.8,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000050,2018,Percent,Percent Of Adults,22,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000030,2013,Percent,Percent Of Adults,23,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000029,2017,Percent,Percent Of Adults,15,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000028,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.0,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000006,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.2,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000038,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.3,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000036,2018,Percent,Percent Of Adults,22,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000034,2016,Percent,Percent Of Adults,9,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000049,2018,Percent,Percent Of Adults,34,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000042,2013,Percent,Percent Of Adults,15,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000034,2016,Percent,Percent Of Adults,10,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000028,2015,Percent,Percent Of Adults,4,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000005,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.6,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000039,2013,Percent,Percent Of Adults,35,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000023,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,38.0,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000036,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,25.7,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000042,2013,Percent,Percent Of Adults,18,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000028,2015,Percent,Percent Of Adults,4,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000039,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,32.7,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000006,2016,Percent,Percent Of Adults,15,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000035,2014,Percent,Percent Of Adults,17,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000011,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,24,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,2017,Percent,Percent Of Adults,14,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000023,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.1,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000035,2014,Percent,Percent Of Adults,21,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000039,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,52.7,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000011,2018,Percent,Percent Of Adults,30,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000011,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,36.9,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000042,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.9,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000013,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.5,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000042,2015,Percent,Percent Of Adults,19,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000006,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,17.2,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000028,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.2,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000006,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.4,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000006,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.4,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000006,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.3,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000017,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.2,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000045,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.2,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000049,2017,Percent,Percent Of Adults,26,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000045,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,43.1,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000018,2017,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000035,2014,Percent,Percent Of Adults,18,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000018,2017,Percent,Percent Of Adults,29,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000008,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.5,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000006,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.5,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,2017,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000020,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.8,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000006,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,14.3,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000006,2015,Percent,Percent Of Adults,9,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000006,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.0,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000019,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.7,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000049,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.9,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000038,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.9,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000036,2018,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000006,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.1,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000020,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.3,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000030,2013,Percent,Percent Of Adults,3,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000020,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,18.8,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000035,2014,Percent,Percent Of Adults,18,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000006,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,5.1,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000038,2016,Percent,Percent Of Adults,19,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000006,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,13.5,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,2017,Percent,Percent Of Adults,27,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000013,2018,Percent,Percent Of Adults,16,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000035,2014,Percent,Percent Of Adults,18,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000006,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.3,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000049,2017,Percent,Percent Of Adults,27,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000042,2018,Percent,Percent Of Adults,19,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000049,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.1,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000006,2015,Percent,Percent Of Adults,6,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000042,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.5,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000042,2018,Percent,Percent Of Adults,33,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000020,2014,Percent,Percent Of Adults,12,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000042,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.1,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.6,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000049,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,30.8,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000020,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,33.1,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000029,2014,Percent,Percent Of Adults,19,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000017,2018,Percent,Percent Of Adults,16,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000018,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.8,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000018,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,33.8,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000010,2013,Percent,Percent Of Adults,5,An 11 minute walk or more,All,All,All,All,All,All,All
S12000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.6,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000045,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.6,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000049,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.5,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000049,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.9,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000029,2014,Percent,Percent Of Adults,19,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000039,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.2,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000017,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,14.4,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000030,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.5,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000008,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.4,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000039,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.3,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000029,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.3,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000008,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.2,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000030,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.6,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000030,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.6,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000008,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.6,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000017,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,9.5,An 11 minute walk or more,All,All,All,All,All,All,All
S12000038,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.4,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000014,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.2,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000041,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.0,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000014,2018,Percent,Percent Of Adults,23,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000041,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.8,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000035,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,30.7,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000018,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.2,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,19.6,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000049,2014,Percent,Percent Of Adults,25,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000020,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.3,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000035,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.3,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.3,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000018,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.1,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000033,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.9,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,17.3,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000047,2015,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000017,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.5,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.5,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000020,2014,Percent,Percent Of Adults,9,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.9,An 11 minute walk or more,16-34 years,All,All,All,All,All,All
S12000018,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.9,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000047,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.6,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000026,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.4,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000029,2014,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000029,2014,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000019,2018,Percent,Percent Of Adults,19,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000010,2013,Percent,Percent Of Adults,3,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000008,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.0,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000008,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.5,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000029,2016,Percent,Percent Of Adults,17,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.1,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000039,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.4,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000030,2018,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000017,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,5.2,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000045,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,20.1,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000014,2014,Percent,Percent Of Adults,31,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000029,2018,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000036,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,26.5,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000014,2014,Percent,Percent Of Adults,22,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000017,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,3.7,An 11 minute walk or more,All,All,All,All,All,All,All
S12000014,2014,Percent,Percent Of Adults,29,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000041,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.3,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000035,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.9,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000034,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,14,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000008,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.2,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.5,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000035,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,14.4,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000019,2017,Percent,Percent Of Adults,12,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000030,2018,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000017,2014,Percent,Percent Of Adults,9,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000030,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.8,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000017,2014,Percent,Percent Of Adults,13,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000014,2014,Percent,Percent Of Adults,23,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000034,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.9,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000038,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.6,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000034,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.9,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000041,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.3,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000047,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.4,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000029,2018,Percent,Percent Of Adults,26,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.7,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000029,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.8,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000049,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.2,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000020,2014,Percent,Percent Of Adults,18,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000029,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,10.8,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000034,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.3,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000020,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.4,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000049,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.2,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000017,2014,Percent,Percent Of Adults,14,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000017,2014,Percent,Percent Of Adults,13,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000040,2017,Percent,Percent Of Adults,28,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000029,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.5,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000035,2018,Percent,Percent Of Adults,17,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000035,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.3,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000041,2018,Percent,Percent Of Adults,21,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000020,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.8,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000047,2015,Percent,Percent Of Adults,24,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000020,2014,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000010,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000045,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,19.5,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000038,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,21.5,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000029,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.9,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000030,2016,Percent,Percent Of Adults,17,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000018,2016,Percent,Percent Of Adults,16,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000035,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.5,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000035,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.6,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.3,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000035,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.9,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,24.3,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000018,2016,Percent,Percent Of Adults,16,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000018,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,22.7,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000028,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.1,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000026,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.8,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000018,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,26.8,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000028,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,28.5,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000030,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.0,Within a 6-10 minute walk,All,All,All,All,All,Pensioners,All
S12000049,2015,Percent,Percent Of Adults,24,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000030,2013,Percent,Percent Of Adults,27,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000019,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,17.8,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000030,2013,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000019,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.8,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000035,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.3,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000029,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.2,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000019,2017,Percent,Percent Of Adults,22,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000041,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,42.9,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000049,2015,Percent,Percent Of Adults,22,Within a 6-10 minute walk,16-34 years,All,All,All,All,All,All
S12000020,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.7,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000030,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,1.8,Within a 6-10 minute walk,All,All,All,All,All,With Children,All
S12000023,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,15.5,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000035,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,16.1,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000027,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.8,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000018,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.8,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
